  name  ra         dec
  1     194.075989079707     52.6606353766142
  2     208.513871362333     50.6910208653196
  3     216.204830411632     48.7207193902062
  4     236.763719353157     29.7230324761666
  5     241.848949800078     26.7394946681984
  6     216.216417658023     58.1311588733044
  7     218.639991251792     57.4901255045545
  8     156.622101271952     58.6994226195611
  9     182.198254823383     61.8605200063514
  a     348.894160089952     20.1974775258023
  b     343.136883024024     29.8077039308916
  c     140.472597423054     64.7774558356914
  d     125.972236097786     56.7067314560117
  e     184.265960492351     42.2335233418578
  f     144.983517302        41.4109651728954
  10    354.557453901768     -1.88482433734609
  11    354.173568116367     33.5178394669324
  12    355.57168752563      33.6143502399458
  13    348.82982053367      33.0169188306937
  14    18.4087082703924     -3.64704139195245
  15    359.355639545344     -3.70197580884978
  16    207.11012821881      45.9499614089191
  17    10.0645485265003     27.5796495629098
  18    351.878523591981     26.8963983034749
  19    352.822662359334     27.156434580961
  1a    3.00777825582804     27.6265827769548
  1b    82.5941238874213     -0.710077825670929
  1c    138.057148174846     30.4100136769517
  1d    140.687908976386     31.663947738956
  1e    14.1962168905171     -0.878081321282143
  1f    17.1870271198864     -0.881245334002382
  20    337.48391607748      13.4439500902019
  21    244.361160218411     22.0714794165454
  22    146.084343824375     1.81012223995338
  23    16.3007019452256     8.96481733724535
  24    177.837737624053     46.9902120224914
  25    8.54046424048829     7.10543846577668
  26    13.187305497729      7.01821562080657
  27    329.657896123549     2.3700328385426
  28    2.39830693815134     25.0259727416818
  29    239.658278859522     49.8302333217937
  2a    128.617642895224     22.3614055470232
  2b    130.643990298062     23.5671286857629
  2c    196.040768799371     18.4027900225253
  2d    178.139196573816     18.7159618500042
  2e    200.281160910797     18.1128653739629
  2f    164.604811398809     11.3163232294086
  30    356.69445623584      9.33520721712779
  31    148.020306145566     1.87624918692602
  32    6.42777418161876     27.5559045314584
  33    92.0485840548419     63.0197560833236
  34    208.756680415981     14.9633987840013
  35    151.454918581416     31.5598893431808
  36    153.806723726227     32.212620206919
  37    140.182364086781     27.4763020376264
  38    5.10010116718117     -7.41195407239388
  39    206.88351140243      45.9030635486376
  3a    228.582310390038     39.0121110854147
  3b    0.249725245179775    24.1563796998644
  3c    4.28205930923235     24.2792109698835
  3d    228.875715334123     50.2494720278423
  3e    351.819785956749     26.9587850887791
  3f    239.478043824243     44.4836001199834
  40    355.489995972472     27.3722646760874
  41    358.168660971707     11.934247374348
  42    8.79499120323857     -3.68313597430534
  43    349.556715709975     14.3887762299508
  44    252.05578474531      46.6818732288819
  45    253.074205905374     45.3359149486364
  46    127.265133747007     23.8445607257318
  47    130.400585104703     25.5488381857611
  48    213.444393322822     2.94029985592187
  49    120.075137860603     51.5922977092237
  4a    245.024310530105     12.9567936680986
  4b    17.9401462032118     21.172336781946
  4c    317.350738151281     6.67972216833312
  4d    217.248042183899     35.0636902731839
  4e    217.477806982792     35.0631997980273
  4f    1.3150154402571      -8.98541443807427
  50    140.166971832784     32.5055645651451
  51    163.987329070384     39.9622458621718
  52    233.407760034337     31.4665441789696
  53    157.467741393491     59.0295669591073
  54    346.964545345964     14.3926488704736
  55    320.235025599193     10.798188657026
  56    205.225303914926     20.5307998741835
  57    223.418660716513     21.0834249482935
  58    237.09467152856      16.5183520395467
  59    325.681224824301     9.98984548213454
  5a    352.096394211657     26.715200683281
  5b    187.28495516207      53.0327705063114
  5c    140.723096425779     53.1132873540973
  5d    15.7622178828339     -3.59910083169605
  5e    358.423340328847     -3.68317890022372
  5f    34.9760053331605     -0.437590455864975
  60    358.849717008225     2.94405972009434
  61    126.132402499143     60.5812232983828
  62    218.022541533122     44.8632338926442
  63    219.634595810524     44.2519492665413
  64    165.332955665949     4.66388272163603
  65    142.86721831414      20.2180622716467
  66    4.3599680154847      12.8331604992695
  67    140.007850705521     27.4351902089965
  68    136.004351908319     12.533880794434
  69    123.968044360875     30.0999410326027
  6a    121.834124585948     28.5177204239798
  6b    351.564190244047     26.9265050636132
  6c    352.382444228651     27.0618114398806
  6d    5.30257622021605     27.5586862388342
  6e    8.21139766941428     27.5698894113977
  6f    220.558362492693     11.9381795636004
  70    118.812759860877     52.0650643431895
  71    254.114317578731     44.2525240432168
  72    125.480215055124     22.7208816269529
  73    251.483992964264     33.8205153275263
  74    228.889852872409     50.644951070916
  75    354.985371701214     8.46335149125365
  76    4.72640586125664     -3.6322521911838
  77    140.678052501624     32.7090748185579
  78    160.873551246691     59.8385735158486
  79    139.818935719518     56.5196301691965
  7a    155.054927115516     47.1465624987471
  7b    175.838828900799     21.4571727775068
  7c    330.650179697941     10.7584736908473
  7d    147.787389086653     30.3428668144001
  7e    149.451235775137     47.3213363332178
  7f    132.785480523065     32.4746425526292
  80    134.02122339668      33.0609642623311
  81    134.855870872342     33.5703284146684
  82    135.064091084982     33.5242850229049
  83    229.499505749116     37.0619243342676
  84    259.520636572002     27.0575604903254
  85    151.265361132659     2.04725412254759
  86    8.74958667494326     27.6052919403518
  87    216.41312146278      35.2119473773943
  88    220.495059313275     34.070285060125
  89    202.082654254941     46.8052806683436
  8a    197.568655581232     18.4649096016921
  8b    202.083792158964     18.0804340178733
  8c    195.616873902781     18.560549506364
  8d    187.164131318786     18.743217507784
  8e    144.656998439771     62.4747113880984
  8f    211.942620853611     10.7289906942194
  90    198.598160440331     11.6505431256564
  91    8.296515700268       7.23483919177058
  92    10.1654386762207     7.0701153943047
  93    184.433109052699     21.822379670178
  94    131.281743246881     23.8365668571531
  95    165.313525196972     3.13032029087857
  96    331.252014599419     4.26637986212053
  97    243.365783716345     3.41376798346327
  98    16.6142998632201     11.4508732759666
  99    220.722040412262     42.0971748648764
  9a    201.152745318862     46.974179651195
  9b    211.853935581875     44.7688728226977
  9c    219.15596709128      42.6238059364918
  9d    189.836107873999     47.9064826266728
  9e    122.544134212257     27.897131989884
  9f    149.182168203848     1.87082962115009
  a0    151.194244544579     1.99475585157746
  a1    246.669720706869     27.9921264105773
  a2    136.053864757147     29.3570591967314
  a3    137.506099370051     30.1148988252265
  a4    189.477782694442     37.9567297918709
  a5    193.545724129104     18.6565801479992
  a6    210.736214114511     17.0460945332108
  a7    193.30017994981      18.6541171029729
  a8    213.799603268514     16.4209313482788
  a9    241.598168138572     54.0988235265208
  aa    243.372093487954     52.9758362179725
  ab    14.2477142719657     -0.808739873020179
  ac    102.318083186915     28.893271176159
  ad    241.314383562425     15.8246372695418
  ae    9.56531903535256     7.18449568090908
  af    13.296085089495      7.0324565774046
  b0    14.9409928876089     7.12021133624277
  b1    328.427000726482     2.33801445232396
  b2    34.3687138071749     -0.701084997336874
  b3    226.125290710109     60.8275435518923
  b4    223.82005948315      61.732903653732
  b5    159.916497827417     33.840750000137
  b6    147.952678677257     30.4675465632334
  b7    126.72703094412      11.4666499038004
  b8    39.4640969056838     -0.547123928816938
  b9    341.154029447199     5.72716452204773
  ba    210.850346381494     66.0067861376064
  bb    42.3780083290417     0.427599458377349
  bc    43.526198384626      0.623980771445368
  bd    9.04399867094264     24.2156284516094
  be    12.5983332768308     -3.65300305131608
  bf    136.445921122189     59.1066249498102
  c0    140.710605469662     60.7999191642428
  c1    253.921398374853     22.0783275608895
  c2    157.285720513063     35.8450426321692
  c3    159.377944874667     36.3437113015019
  c4    233.148019625338     47.8090429034026
  c5    191.318746111075     8.64714052685464
  c6    135.375611729047     12.2042733129143
  c7    205.811282807592     57.7230488820243
  c8    210.255751805532     56.8313609707619
  c9    245.714671943046     39.3959941282106
  ca    236.326851281797     46.4388750328276
  cb    16.2954972537166     -3.68407754592513
  cc    17.2308874271148     -3.6370227256462
  cd    17.7617825923817     -3.59998817686482
  ce    18.6303013265992     -3.54037028947877
  cf    227.158753103154     38.5589474304335
  d0    121.582224385965     41.5001799306131
  d1    215.729922996348     55.0937617671191
  d2    155.747843768993     15.4887641100192
  d3    152.422249945926     37.2079263832516
  d4    144.516427025057     54.8462292479471
  d5    160.079741988033     59.4887225909246
  d6    191.059649110057     61.904146569298
  d7    240.217340706866     15.5181975886438
  d8    134.245103600164     0.974101518959599
  d9    131.675866616045     52.2877282837432
  da    159.458588693797     48.2922969891821
  db    345.423462030872     12.9254547146636
  dc    181.360376570277     21.7346195537554
  dd    240.753744502589     15.1772580087337
  de    139.576962721677     32.6520005682073
  df    143.143700195753     28.6439458721292
  e0    48.5924257236774     19.4535009351838
  e1    246.23301369542      30.0926960049271
  e2    329.79842226642      4.24757147413805
  e3    338.077403767097     4.58723594981299
  e4    220.70115474503      12.0112068135229
  e5    240.496198583526     24.0128726267808
  e6    149.324849660956     1.92910671547936
  e7    222.10298162697      15.787187111299
  e8    193.129134133107     47.8078567058884
  e9    123.601596597759     28.6048796968172
  ea    254.033484902348     44.1292833385371
  eb    127.096323224584     23.6353353427511
  ec    197.486788800071     41.434264816049
  ed    123.517810998547     32.5974891119215
  ee    201.069939580195     46.8016527342142
  ef    42.9186729623667     0.590277920433698
  f0    132.963529789744     35.484599233773
  f1    328.132810115579     2.41363439711321
  f2    251.212978198671     50.4561151574302
  f3    0.921042081593555    9.52212300177506
  f4    227.045865598433     57.8763565588047
  f5    38.7876392730609     -0.519917559439244
  f6    357.757863030999     24.18037387601
  f7    7.87296057880519     24.16411240479
  f8    354.426843196615     27.19616350261
  f9    211.645644011597     14.530057074986
  fa    142.360563172959     40.1512369339061
  fb    357.709460309398     -7.41298197420776
  fc    119.922683438094     26.93788225947
  fd    353.829881034234     14.8859119695936
  fe    231.372536470438     28.497334301447
  ff    136.785664121976     25.981461024536
  100   216.93743857856      48.4242663451487
  101   359.858548798627     28.9788304627363
  102   83.178614737548      62.2738272912833
  103   192.37379336993      42.022843569583
  104   222.810723263561     20.2187313312098
  105   137.351450602654     18.2285990458413
  106   50.4913512890661     -0.383414056792021
  107   211.623152595117     13.252608858594
  108   225.679041617996     11.0833034690487
  109   200.750412570499     14.2353915262363
  10a   212.919454598055     13.0181041553643
  10b   250.416870489269     34.9732264088615
  10c   218.611783375693     54.7584070481827
  10d   205.103123581495     37.4701939397628
  10e   222.606710321409     21.1925400397231
  10f   7.40716875455115     4.05891563547466
  110   129.153049692003     32.6723811532127
  111   50.357139604011      17.539961984886
  112   132.605769743724     13.4754519499862
  113   198.199465445363     -1.30652525751097
  114   200.17716260899      -1.28862913075529
  115   147.780445521669     25.3760339196995
  116   246.612870033435     12.4886622267732
  117   352.811171896851     26.9610182027692
  118   213.62106283433      34.5986595939996
  119   197.304072479164     37.4660019029371
  11a   198.718279042804     47.2751862717855
  11b   200.01310792673      47.0278324824995
  11c   212.286237787202     44.595208322975
  11d   175.876921832602     46.7156322963932
  11e   184.520367335238     9.58320039043688
  11f   251.156222690932     50.3324340216694
  120   11.3985728476519     9.38801549735829
  121   227.681217212546     39.35664768274
  122   121.908238848125     27.4050674412475
  123   16.3289238818038     -3.50946665863623
  124   128.790000417146     24.5542828490676
  125   304.947355970975     -14.0241592774456
  126   305.172397549256     -14.2101626745041
  127   352.644264935638     27.1160714788216
  128   133.193262416509     16.8973053188067
  129   175.420254297153     26.1404565554954
  12a   234.344164960044     7.78008421007416
  12b   352.151606831031     20.3262998774464
  12c   317.829403262426     1.04981937153926
  12d   47.7661981151102     -0.21961483032171
  12e   48.9288199546545     -0.32704329587379
  12f   220.749847689921     11.9690228638474
  130   204.665232940094     13.7841906290493
  131   252.497588543879     46.2374636519902
  132   125.818233948231     47.9901917422179
  133   135.646356707123     54.4350175518038
  134   105.821119299053     66.1869811068048
  135   237.892448077419     53.7538352813729
  136   212.781774480049     14.4704331336807
  137   210.615769850087     14.6503696918981
  138   130.668699324669     0.896632336332925
  139   175.933784046364     -0.860909425082572
  13a   144.071197206243     29.128994565328
  13b   159.37945969178      39.0882800056276
  13c   157.365547109224     38.4793142975196
  13d   222.632838830566     56.0242332500522
  13e   228.838444030134     53.6116884067438
  13f   132.220979418585     32.0777000872057
  140   133.137417903089     32.68422872216
  141   6.44228771259674     3.61563604051241
  142   165.980466534889     29.291598668064
  143   344.41248349213      -1.75602730592949
  144   343.720169899733     32.1319045405462
  145   188.181550972943     39.9068286257087
  146   6.73663220535789     -7.69736622692411
  147   196.625463926669     21.4567469760701
  148   178.051525207689     46.891421632848
  149   201.864511381877     36.9026303363751
  14a   192.024366040172     18.6391506720566
  14b   200.291972028508     18.084633468113
  14c   186.801211881298     18.7874786755604
  14d   194.618861054521     18.5232013552029
  14e   219.012391309159     42.7591951233745
  14f   194.484461167687     47.6318178275933
  150   199.439109403644     47.167056865834
  151   223.609131799561     41.0375275892128
  152   122.596017755366     27.7979036133401
  153   136.125166959682     25.7874226395557
  154   52.3878800498941     18.2529367379053
  155   327.794612240241     2.55201873417436
  156   22.6298361439143     2.8859429522255
  157   140.114996549225     31.4124002340872
  158   187.466581597083     18.8313968771852
  159   204.549524991278     17.8428263792653
  15a   212.043905792975     16.6998870964073
  15b   343.583391153599     23.5810706940596
  15c   133.484354757839     28.2518880699581
  15d   140.011669376102     31.2981048417147
  15e   140.944172138979     31.6225367971951
  15f   16.0169074071148     -0.994199900948376
  160   17.6247539088903     -0.912768707723358
  161   13.4493657755031     -0.923960139108781
  162   14.1473478154944     -0.873643688974474
  163   18.7636102876899     -0.889568717101155
  164   15.0575481023805     -1.02696191430959
  165   16.8769242769867     -0.975694211570467
  166   14.2626983135473     -0.873570291157433
  167   20.6433976161121     -0.877642533816048
  168   180.64432952119      59.3571475812291
  169   187.419705637823     59.5399974863413
  16a   199.533663322874     -1.34551257118183
  16b   338.758325142188     28.9059737078769
  16c   132.934360307606     32.9540354684534
  16d   15.0376480766532     8.88740562362924
  16e   15.7124506328598     8.86649611738992
  16f   16.6986001555209     8.79406453834856
  170   17.116766468785      8.83766063461298
  171   17.5384340789435     8.90524771878784
  172   136.602621910048     58.9219582231937
  173   138.454759065619     59.7977067761374
  174   165.095503592957     2.48950057674832
  175   358.515031528806     22.3261727400942
  176   238.224819281655     50.5656622022588
  177   249.218690590169     42.8674632647853
  178   249.307796420177     42.6177034293409
  179   249.58637389516      42.4824793530356
  17a   239.070093647806     7.64989372671848
  17b   170.306817513428     63.9532989575466
  17c   172.696300923672     64.0620827815474
  17d   173.24913028846      64.1424938750385
  17e   216.368398665402     35.2892097584046
  17f   216.89369519244      35.0884416076527
  180   221.716114099135     33.6928629296063
  181   220.041418959668     32.6063750474895
  182   254.594239008888     29.4987676690842
  183   217.83539506319      54.3597210698416
  184   251.148099080263     40.007025690398
  185   344.658187963984     32.519573760557
  186   185.444491569497     38.0760363263999
  187   144.997667963164     29.5115809828585
  188   145.839105497436     29.7412098403538
  189   343.388932179156     29.6644795640065
  18a   228.620975228051     18.515842085978
  18b   244.793971689714     40.4062960971503
  18c   230.639842809404     49.9066989280391
  18d   225.13896805362      52.427149562401
  18e   233.493271358881     1.95698613998083
  18f   8.39725050833954     3.72477191665181
  190   355.966057325938     27.3152399586736
  191   235.776071310003     16.9359987621404
  192   3.15995267151618     12.8201834134115
  193   317.041261345703     8.71755442340388
  194   185.517847936299     38.1179434986622
  195   136.04769767084      34.2400536714547
  196   5.61470035830092     3.62994391150957
  197   189.298715702147     68.1820405669108
  198   134.555772350599     28.7136865784626
  199   135.392080245934     29.2204917107064
  19a   135.569028846581     29.1919498458224
  19b   138.215656273044     30.3964022217673
  19c   139.956447369678     31.2995079586653
  19d   13.6090259901097     -0.928245743136728
  19e   19.3185484783124     -0.910598395972256
  19f   198.615247331227     47.1720646285122
  1a0   209.453793800605     45.2635429484731
  1a1   209.743346957104     45.3459633020929
  1a2   211.369552403295     44.9507614354098
  1a3   214.150127512063     47.2921873460043
  1a4   251.924762706622     46.9498576342319
  1a5   7.63799965033985     7.11598433478653
  1a6   9.04516644089415     7.19222776774152
  1a7   107.626524994899     30.6650829337861
  1a8   21.9142610123743     10.5376440246924
  1a9   242.725576979219     44.5801125749306
  1aa   225.615889922304     54.1954743318074
  1ab   211.28903288987      58.371130315946
  1ac   157.124941245856     19.5622206032768
  1ad   137.182314576024     14.8491156151691
  1ae   137.184853504118     14.6961893272007
  1af   120.787514470539     24.9868054707366
  1b0   221.500637438766     33.645329040356
  1b1   209.297867362915     56.5600823316915
  1b2   260.011071923002     35.4303540654295
  1b3   247.099602743379     52.1746167799549
  1b4   235.226003803903     35.5979240363093
  1b5   348.590925258505     33.0226400296126
  1b6   161.868207719886     36.4893548322669
  1b7   144.077810954438     41.8179003448237
  1b8   228.099548736659     60.0881721845568
  1b9   207.181546682927     64.1948563477475
  1ba   132.906836701214     20.4033385734143
  1bb   326.830919889755     3.98244020610237
  1bc   162.627208449761     26.7778378267936
  1bd   253.082357808893     45.6217689876842
  1be   127.334844799981     23.7332751218417
  1bf   128.854071756274     24.67967788453
  1c0   354.873829671277     2.73481459826054
  1c1   186.014260632077     38.0057674594576
  1c2   204.616704571226     36.4593430356845
  1c3   190.445362589188     37.8889793051576
  1c4   202.486781978746     17.8956487196203
  1c5   238.578528365752     56.2770978840689
  1c6   148.530175350593     1.96512211560083
  1c7   326.115616009438     5.9420059404832
  1c8   359.895854670289     -3.55442810477141
  1c9   359.915122502705     -3.55980859875666
  1ca   147.806525147602     2.40224025920175
  1cb   138.633827917814     29.3598418815478
  1cc   151.867619418546     25.5870826178831
  1cd   152.938868427944     25.9623988862798
  1ce   356.090602787394     3.0739991031403
  1cf   205.320706442898     40.8867481101423
  1d0   358.449875941377     14.9089033054754
  1d1   349.020545156534     14.4798541070095
  1d2   10.3947786938136     7.17755643146305
  1d3   13.4253726487134     7.09517066445573
  1d4   15.6099196188829     7.04853237772228
  1d5   25.1488952816799     30.5746753581215
  1d6   30.8112449828714     29.5501958573657
  1d7   27.9646736787112     30.06272579617
  1d8   240.521957704904     32.3858357573638
  1d9   136.000517030057     14.5273081643434
  1da   145.208376947979     38.7997464734831
  1db   199.784925485635     -1.29557121365178
  1dc   13.9759939938564     -0.92254982326073
  1dd   14.0487688437701     -1.0216942851775
  1de   16.2365313060388     -0.906047016418455
  1df   15.5217833930336     -0.90612850680268
  1e0   190.847860252346     59.2608769591178
  1e1   189.652605293599     21.7880213973251
  1e2   168.453992491903     20.8458841399005
  1e3   181.912626226627     9.00358062045393
  1e4   118.541077551716     40.9765422076934
  1e5   159.053883818065     33.5913114943219
  1e6   325.414721183416     8.34415726260673
  1e7   11.4314158592508     -0.745963136607961
  1e8   11.5355518740928     -0.817029265100441
  1e9   12.1704598580529     -0.752286820286066
  1ea   238.388996596312     54.7181498651477
  1eb   216.73563364244      53.5486484662565
  1ec   221.836276496471     0.466824609370786
  1ed   320.190076808785     -2.26138023094289
  1ee   178.433059413139     19.0404808063109
  1ef   173.976054208993     18.8706405584385
  1f0   12.6174393715749     -3.71757056472559
  1f1   353.610267609637     11.3430307736061
  1f2   215.688887122277     21.8274949383188
  1f3   130.029439549803     29.9277818449849
  1f4   48.8709508476682     -0.365995614122985
  1f5   205.939127539811     13.7760111711374
  1f6   218.134068575156     12.4269309269823
  1f7   190.359317502232     64.0833725828377
  1f8   191.652974342082     64.0689830423598
  1f9   227.617165081994     38.4655231507299
  1fa   136.854710051071     12.5836315819621
  1fb   137.63107721974      18.4363553909159
  1fc   227.067818881933     8.76856598788394
  1fd   207.418245465679     11.106042335724
  1fe   156.714159223028     19.914945573999
  1ff   141.075042487428     32.7591231125628
  200   108.822093969725     40.227688109445
  201   143.66847552279      1.03089245894306
  202   8.00691278038528     4.15285794319346
  203   140.966579428342     57.0812866080056
  204   5.12812642850439     -7.54591855904222
  205   214.193047629726     54.1588889861561
  206   352.587433770599     19.2321842463718
  207   223.818272216767     19.9185494504811
  208   247.777695452615     11.9739163586789
  209   222.003863622222     29.3397094568595
  20a   222.532099149535     18.0315232329379
  20b   223.873676936777     17.7216670675739
  20c   132.534680816267     39.1038969801805
  20d   196.484729640549     18.5341195071076
  20e   204.253449753681     46.3951919755343
  20f   352.103728945386     26.9146227442347
  210   352.37094240955      26.959551917624
  211   349.78449554845      21.6473002955536
  212   13.5151465826266     -0.890434143610407
  213   13.922126080967      -0.941884659126362
  214   19.6649995984564     -1.0376672654254
  215   18.8933685437494     -0.862802601999612
  216   20.2954597263753     -0.967132425211868
  217   176.455269791061     59.2835564414854
  218   224.020439210877     40.9444456178642
  219   193.597768605584     47.6558307410374
  21a   122.943483915875     28.3130472835618
  21b   330.286772337248     2.44076778115385
  21c   121.975324789223     24.5592940050778
  21d   249.527091128035     25.9441496075777
  21e   121.118753913278     27.9420421454514
  21f   216.475202896901     44.3805338490782
  220   8.88479589955375     27.5748606498399
  221   157.378213186204     46.8275742155504
  222   54.1609204990579     1.25344633349331
  223   235.867019233829     46.7782323893005
  224   245.016861013225     40.1636731420485
  225   233.812638031986     48.0702046485426
  226   238.112616581107     45.470781634271
  227   174.369826282227     7.48539168107609
  228   5.32334529206051     -7.43381223376232
  229   215.901742721606     48.7597194012882
  22a   221.05719727665      13.1719216446435
  22b   236.798672678759     9.9090920620205
  22c   141.030059743284     0.877271604755797
  22d   148.40116150244      1.01270536799125
  22e   129.120183737063     10.2648843185183
  22f   194.380826695104     64.0237520314731
  230   48.0159434094291     -0.284160816922905
  231   50.227926286491      -0.26827768592078
  232   208.55547274462      13.4253195684733
  233   330.933617791652     -8.56971104431664
  234   214.438467129014     60.9493935912119
  235   124.197155005946     46.6156492546971
  236   251.930738058777     46.8274448201466
  237   354.880416856235     8.8418155465695
  238   116.776387211809     47.5292303047632
  239   182.607657633988     42.1047018969345
  23a   194.787763577093     41.8106842814966
  23b   227.633507102671     38.3110491589633
  23c   329.653393430182     9.91412095620478
