  name  ra         dec
  1     33.8282059929977     -3.58714109704532
  2     46.9044038433553     0.313528718264475
  3     46.7320297902933     0.29224268142497
  4     196.111474567944     6.9173432927097
  5     184.025255844835     6.92768898414589
  6     330.175122540463     16.0536462613892
  7     256.780731031234     34.591947754389
  8     53.6101354375606     0.352572872964778
  9     211.078933856885     40.1932306655237
  a     210.274490169685     40.4938945568787
  b     226.058827038402     56.8003712189618
  c     165.615362405836     38.1871038333544
  d     152.956451311571     35.253284000881
  e     318.34689174487      1.07634824117473
  f     163.189752663585     37.7857814198465
  10    128.808960195064     48.3122903541783
  11    231.246171054551     59.1362017708562
  12    202.786758985486     28.4500481011205
  13    222.378289351944     56.8900210260099
  14    359.657097180943     32.9554808351353
  15    359.913514862788     32.0239467981528
  16    185.649944737143     8.52134677558209
  17    260.162999375384     -13.5537020777165
  18    200.606188268473     41.3722970218603
  19    357.203121848661     21.4023408532927
  1a    122.860841546179     29.3307242424508
  1b    220.091549331585     36.451398151209
  1c    123.431669865798     25.8707628511868
  1d    226.488637893033     26.1941229818683
  1e    219.162654898571     28.5125974659108
  1f    116.063698365736     46.3883764257699
  20    127.210921243412     57.3719752201972
  21    198.139573564438     37.424825673161
  22    11.8064590649115     -6.6666379952659
  23    354.937637608693     27.6362621904113
  24    200.333374775041     47.3547503236438
  25    250.118997609224     34.3671879910463
  26    41.6759210380361     -0.714960696476767
  27    356.475231736981     -0.813217304383017
  28    2.51849562005157     -2.75548195962051
  29    244.683263353616     29.439756772711
  2a    229.776088570126     38.3766119374162
  2b    246.643868179411     28.0290848582864
  2c    11.1963587105898     -2.9019523461934
  2d    11.2908936763944     -2.75468207047281
  2e    11.4442920318575     -2.78027033282814
  2f    351.410400855618     1.16532775352914
  30    122.552429221728     65.0960039516987
  31    181.862123754948     19.212270160977
  32    209.560149922604     17.4971147880775
  33    167.204665481841     57.4201649273633
  34    181.51227250732      58.565084124083
  35    132.771814373182     31.6939420574031
  36    192.66274443506      -0.384131200916733
  37    188.808375086449     58.7963752356932
  38    210.687776594628     5.62423008807273
  39    1.10746573537193     27.8630224686201
  3a    1.36798256013105     26.9677630980255
  3b    201.050918704356     50.556792455554
  3c    333.304133160992     -0.316743915056089
  3d    26.3252124506687     11.9289138920588
  3e    194.67937378122      -0.637217848444124
  3f    257.11260355953      34.1686800354559
  40    18.556932879273      0.269596977131032
  41    56.3444194369821     0.320188229205405
  42    90.3263295166974     0.19971153454509
  43    5.03523136683339     3.58826711428206
  44    13.5751999937117     3.53438451520725
  45    182.786300499825     39.9822164124625
  46    318.472945939482     1.03785835931829
  47    155.519700316217     60.2242555383562
  48    138.606844870974     54.0530645996976
  49    152.230092526439     59.3010929639917
  4a    129.345321582883     48.8354902943273
  4b    198.195145414061     37.1882497613718
  4c    132.8065353532       21.7155355488822
  4d    172.50106409084      39.2838562279456
  4e    70.3027486834831     21.0654920124699
  4f    35.9006620342811     -0.951574330439953
  50    170.026406014615     57.7123009355783
  51    170.50296854961      57.7605819283896
  52    184.268471052303     58.6943963550499
  53    188.876257998171     58.638982932975
  54    358.664828767193     36.4561809899564
  55    359.53746099224      33.2519402104222
  56    349.518039121491     0.312194661078108
  57    37.2263132913932     0.388091040372055
  58    83.9503406887032     0.241430736680116
  59    354.616153266294     0.414776975448841
  5a    346.665518718241     30.5126107344571
  5b    246.656279816432     27.0731821365461
  5c    232.707420822642     48.6306431526186
  5d    226.792249040406     51.5014558920318
  5e    248.975991823269     43.0162413667423
  5f    199.938527562424     42.2150153295385
  60    34.9352137540178     -2.73919306647838
  61    354.32313322623      1.10766630174269
  62    352.188270711993     1.11830925567037
  63    91.0682339719989     63.0079864895079
  64    92.4130130028663     63.0986227563556
  65    180.651240101117     19.2784710477729
  66    18.656259595258      -6.57817340070332
  67    217.888754650975     14.0485818765653
  68    95.2118987572252     64.7630899288417
  69    108.871729907742     66.1317575617512
  6a    19.6593807311535     0.323438984453077
  6b    217.467728535561     54.9359745811005
  6c    221.464135236415     53.7861735513292
  6d    32.5872032449759     -0.851356633823283
  6e    35.2918542156632     -0.955401121426015
  6f    338.723496149507     26.706187246897
  70    330.612121617844     24.8090251300763
  71    345.165922722065     18.4342019096983
